method,s_e,seed,t,alpha
kefrin_t_affect,calibrated,4,11,0.5283398344892414
kefrin_t_affect_fe_noreset,calibrated,4,0,0.0
kefrin_t_affect_fe_noreset,calibrated,4,1,0.95
kefrin_t_affect_fe_noreset,calibrated,4,2,0.4417831272448613
kefrin_t_affect_fe_noreset,calibrated,4,3,0.6728820687899448
kefrin_t_affect_fe_noreset,calibrated,4,4,0.7335449536630111
kefrin_t_affect_fe_noreset,calibrated,4,5,0.7776232350101968
kefrin_t_affect_fe_noreset,calibrated,4,6,0.7909785815109787
kefrin_t_affect_fe_noreset,calibrated,4,7,0.48103179547471286
kefrin_t_affect_fe_noreset,calibrated,4,8,0.5120415019221671
kefrin_t_affect_fe_noreset,calibrated,4,9,0.6131625813069332
kefrin_t_affect_fe_noreset,calibrated,4,10,0.7134483319361438
kefrin_t_affect_fe_noreset,calibrated,4,11,0.7630644207629095
kefrin_t_affect_fe_z4,calibrated,4,0,0.0
kefrin_t_affect_fe_z4,calibrated,4,1,0.95
kefrin_t_affect_fe_z4,calibrated,4,2,0.5263773017127257
kefrin_t_affect_fe_z4,calibrated,4,3,0.6994444021044666
kefrin_t_affect_fe_z4,calibrated,4,4,0.871417797535167
kefrin_t_affect_fe_z4,calibrated,4,5,0.9035575646979981
kefrin_t_affect_fe_z4,calibrated,4,6,0.8139739345970022
kefrin_t_affect_fe_z4,calibrated,4,7,0.805545755926671
kefrin_t_affect_fe_z4,calibrated,4,8,0.6781445047653536
kefrin_t_affect_fe_z4,calibrated,4,9,0.7910905691194651
kefrin_t_affect_fe_z4,calibrated,4,10,0.8633477721487197
kefrin_t_affect_fe_z4,calibrated,4,11,0.9058724473080668
kefrin_t_affect_fe_z2.5,calibrated,4,0,0.0
kefrin_t_affect_fe_z2.5,calibrated,4,1,0.95
kefrin_t_affect_fe_z2.5,calibrated,4,2,0.53620158785348
kefrin_t_affect_fe_z2.5,calibrated,4,3,0.7318940812838662
kefrin_t_affect_fe_z2.5,calibrated,4,4,0.8728209385583017
kefrin_t_affect_fe_z2.5,calibrated,4,5,0.9012852142753933
kefrin_t_affect_fe_z2.5,calibrated,4,6,0.8163158220129113
kefrin_t_affect_fe_z2.5,calibrated,4,7,0.8235639543590184
kefrin_t_affect_fe_z2.5,calibrated,4,8,0.7949867838028197
kefrin_t_affect_fe_z2.5,calibrated,4,9,0.8354641493397641
kefrin_t_affect_fe_z2.5,calibrated,4,10,0.8532813423406195
kefrin_t_affect_fe_z2.5,calibrated,4,11,0.9152522079729007
kefrin_t_affect_fe_z2.5_2pass,calibrated,4,0,0.0
kefrin_t_affect_fe_z2.5_2pass,calibrated,4,1,0.8613121307681972
kefrin_t_affect_fe_z2.5_2pass,calibrated,4,2,0.6525676402743801
kefrin_t_affect_fe_z2.5_2pass,calibrated,4,3,0.8030729812691655
kefrin_t_affect_fe_z2.5_2pass,calibrated,4,4,0.8536683904774033
kefrin_t_affect_fe_z2.5_2pass,calibrated,4,5,0.9041139691361422
kefrin_t_affect_fe_z2.5_2pass,calibrated,4,6,0.8084208666478512
kefrin_t_affect_fe_z2.5_2pass,calibrated,4,7,0.8296251689161227
kefrin_t_affect_fe_z2.5_2pass,calibrated,4,8,0.8238446920646422
kefrin_t_affect_fe_z2.5_2pass,calibrated,4,9,0.8502841499915142
kefrin_t_affect_fe_z2.5_2pass,calibrated,4,10,0.8836976280735378
kefrin_t_affect_fe_z2.5_2pass,calibrated,4,11,0.9079208193987739
kefrin_t_affect_fe_z2.5_ma3,calibrated,4,0,0.0
kefrin_t_affect_fe_z2.5_ma3,calibrated,4,1,0.9129183208020007
kefrin_t_affect_fe_z2.5_ma3,calibrated,4,2,0.6999284673391647
kefrin_t_affect_fe_z2.5_ma3,calibrated,4,3,0.6026838230394244
kefrin_t_affect_fe_z2.5_ma3,calibrated,4,4,0.6810969048353009
kefrin_t_affect_fe_z2.5_ma3,calibrated,4,5,0.7546467047668065
kefrin_t_affect_fe_z2.5_ma3,calibrated,4,6,0.47636879611694516
kefrin_t_affect_fe_z2.5_ma3,calibrated,4,7,0.49134767587986933
kefrin_t_affect_fe_z2.5_ma3,calibrated,4,8,0.5358150519716932
kefrin_t_affect_fe_z2.5_ma3,calibrated,4,9,0.6048874751269661
kefrin_t_affect_fe_z2.5_ma3,calibrated,4,10,0.5728143182978337
kefrin_t_affect_fe_z2.5_ma3,calibrated,4,11,0.7777023204932301
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,4,0,0.0
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,4,1,0.7297490625049468
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,4,2,0.8614458567523176
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,4,3,0.5287484607533538
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,4,4,0.7073750667552811
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,4,5,0.77009054473282
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,4,6,0.46552031897172114
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,4,7,0.47296360890449907
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,4,8,0.5310811332467354
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,4,9,0.5590640764064078
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,4,10,0.5593109990610575
kefrin_t_affect_fe_z2.5_2pass_ma3,calibrated,4,11,0.7488658033362597
